TVid,番組名,ジャンル,放送日,プライム,開始時,開始分,終了時,終了分,チャンネル,放送局
TVWatch.121702172254,１００年の音楽【ミロンガ・フォー・スリー】,,2017/02/17,1,22,54,23,0,12,テレビ東京
TVWatch.121702242254,１００年の音楽【天使のミロンガ】,,2017/02/24,1,22,54,23,0,12,テレビ東京
TVWatch.121703102254,１００年の音楽【天使の復活】,,2017/03/10,1,22,54,23,0,12,テレビ東京
TVWatch.121703032254,１００年の音楽【春なのに】,,2017/03/03,1,22,54,23,0,12,テレビ東京
TVWatch.121702032254,１００年の音楽【碧空】,,2017/02/03,1,22,54,23,0,12,テレビ東京
TVWatch.11703182632,１０分で「ひよっこ」,,2017/03/18,0,26,32,26,42,1,NHK
TVWatch.11703192345,１０分で「ひよっこ」,,2017/03/19,0,23,45,23,55,1,NHK
TVWatch.11703232625,１０分で「ひよっこ」,,2017/03/23,0,26,25,26,35,1,NHK
TVWatch.11703311530,１０分で「ひよっこ」,,2017/03/31,0,15,30,15,40,1,NHK
TVWatch.11703282250,１０分でわかるドラマ１０「ツバキ文具店～鎌倉代書屋物語～」,,2017/03/28,1,22,50,23,0,1,NHK
TVWatch.101703052745,１０日（金）ＷＢＣ　日本ＶＳ中国　侍ジャパン連覇の軌跡,,2017/03/05,0,27,45,28,0,10,テレビ朝日
TVWatch.41703111030,１４日火曜９時は…眠れる森の美術館　傑作選,,2017/03/11,0,10,30,11,20,4,日本テレビ
TVWatch.11702151545,１５分でにっぽん百名山「丹沢山」,,2017/02/15,0,15,45,16,0,1,NHK
TVWatch.11703081545,１５分でにっぽん百名山「木曽駒ヶ岳」,,2017/03/08,0,15,45,16,0,1,NHK
TVWatch.11702081545,１５分でにっぽん百名山「武尊山」,,2017/02/08,0,15,45,16,0,1,NHK
TVWatch.11702221545,１５分でにっぽん百名山「羊蹄山」,,2017/02/22,0,15,45,16,0,1,NHK
TVWatch.81701292154,１Ｈセンス,,2017/01/29,1,21,54,22,0,8,フジテレビ
TVWatch.81702052154,１Ｈセンス,,2017/02/05,1,21,54,22,0,8,フジテレビ
TVWatch.81702122154,１Ｈセンス,,2017/02/12,1,21,54,22,0,8,フジテレビ
TVWatch.81702192154,１Ｈセンス,,2017/02/19,1,21,54,22,0,8,フジテレビ
TVWatch.81702262154,１Ｈセンス,,2017/02/26,1,21,54,22,0,8,フジテレビ
TVWatch.81703052154,１Ｈセンス,,2017/03/05,1,21,54,22,0,8,フジテレビ
TVWatch.81703122154,１Ｈセンス,,2017/03/12,1,21,54,22,0,8,フジテレビ
TVWatch.81703192309,１Ｈセンス,,2017/03/19,0,23,9,23,15,8,フジテレビ
TVWatch.81703262154,１Ｈセンス,,2017/03/26,1,21,54,22,0,8,フジテレビ
TVWatch.41702011956,１億人の大質問！？笑ってコラえて！,,2017/02/01,1,19,56,20,54,4,日本テレビ
TVWatch.41702221956,１億人の大質問！？笑ってコラえて！,,2017/02/22,1,19,56,20,54,4,日本テレビ
TVWatch.41703011956,１億人の大質問！？笑ってコラえて！,,2017/03/01,1,19,56,20,54,4,日本テレビ
TVWatch.41703011900,１周回って知らない話　【ものまね業界の真実＆所ジョージの発言で岡田結実が…】,,2017/03/01,1,19,0,19,56,4,日本テレビ
TVWatch.41702221900,１周回って知らない話　【東尾理子はバツ２石田純一となぜ結婚？ファミリー大集合】,,2017/02/22,1,19,0,19,56,4,日本テレビ
TVWatch.41702011900,１周回って知らない話　【渡部はなぜグルメ王に？アンジャッシュ給料格差を告白！】,,2017/02/01,1,19,0,19,56,4,日本テレビ
TVWatch.41702261415,１周回って知らない話　ピース解散の危機ＳＰ　【３月１日（水）は笑コラとコラボ！】,,2017/02/26,0,14,15,15,10,4,日本テレビ
TVWatch.41703221900,１周回って知らない話　交際０日＆業界騒然…禁断の夫婦ＳＰ【北斗晶なぜ鬼嫁？】,,2017/03/22,1,19,0,20,54,4,日本テレビ
TVWatch.41702111435,１周回って知らない話　人気者の疑問解決ＳＰ　【１５日水曜は坂上忍＆ローラ初告白】,,2017/02/11,0,14,35,15,35,4,日本テレビ
TVWatch.41702151900,１周回って知らない話　坂上忍＆ローラ初告白２時間ＳＰ【生い立ち・結婚・夢…】,,2017/02/15,1,19,0,20,54,4,日本テレビ
TVWatch.121702082248,２／１０（金）夜８時「三匹のおっさん３～正義の味方、みたび！！～」オススメ,,2017/02/08,1,22,48,22,54,12,テレビ東京
TVWatch.121702180654,２／２２（水）夜９時放送！水曜エンタ「目撃スクープ！私、そこにいました。」オススメ,,2017/02/18,0,6,54,7,0,12,テレビ東京
TVWatch.121702190654,２／２２（水）夜９時放送！水曜エンタ「目撃スクープ！私、そこにいました。」オススメ,,2017/02/19,0,6,54,7,0,12,テレビ東京
TVWatch.121702222248,２／２４（金）夜８時５４分「たけしのニッポンのミカタ！スペシャル」オススメ,,2017/02/22,1,22,48,22,54,12,テレビ東京
TVWatch.121702250654,２／２７（月）夜８時「主治医が見つかる診療所　脳卒中徹底予防ＳＰ」オススメ,,2017/02/25,0,6,54,7,0,12,テレビ東京
TVWatch.121702012248,２／３（金）夜８時「三匹のおっさん３～正義の味方、みたび！！～」オススメ,,2017/02/01,1,22,48,22,54,12,テレビ東京
TVWatch.81703221900,２０１７　ＦＮＳうたの春まつり,,2017/03/22,1,19,0,21,0,8,フジテレビ
TVWatch.81703222100,２０１７　ＦＮＳうたの春まつり,,2017/03/22,1,21,0,23,18,8,フジテレビ
TVWatch.61703081830,２０１７ＷＢＣ　１次ラウンド　日本×オーストラリア,,2017/03/08,0,18,30,22,54,6,TBS
TVWatch.61703141815,２０１７ＷＢＣ　２次ラウンド　日本ＶＳキューバ,,2017/03/14,0,18,15,22,50,6,TBS
TVWatch.61703220800,２０１７ＷＢＣ　準決勝　日本ＶＳアメリカ,,2017/03/22,0,8,0,13,55,6,TBS
TVWatch.61703071800,２０１７ＷＢＣ　開幕戦　日本×キューバ,,2017/03/07,0,18,0,23,10,6,TBS
TVWatch.61703210955,２０１７ＷＢＣ準決勝　プエルトリコＶＳオランダ,,2017/03/21,0,9,55,14,35,6,TBS
TVWatch.61703252753,２０１７マスターズゴルフ４月６日開幕！,,2017/03/25,0,27,53,28,0,6,TBS
TVWatch.61703262750,２０１７マスターズゴルフ４月６日開幕！,,2017/03/26,0,27,50,28,0,6,TBS
TVWatch.61703272750,２０１７マスターズゴルフ４月６日開幕！,,2017/03/27,0,27,50,28,0,6,TBS
TVWatch.61703292752,２０１７マスターズゴルフ４月６日開幕！,,2017/03/29,0,27,52,28,0,6,TBS
TVWatch.61703302750,２０１７マスターズゴルフ４月６日開幕！,,2017/03/30,0,27,50,28,0,6,TBS
TVWatch.61703312750,２０１７マスターズゴルフ４月６日開幕！,,2017/03/31,0,27,50,28,0,6,TBS
TVWatch.101703101900,２０１７ワールドベースボールクラシック　１次ラウンド　日本×中国,,2017/03/10,1,19,0,21,51,10,テレビ朝日
TVWatch.101703151830,２０１７ワールドベースボールクラシック　２次ラウンド　日本×イスラエル,,2017/03/15,0,18,30,21,54,10,テレビ朝日
TVWatch.101703121830,２０１７ワールドベースボールクラシック　２次ラウンド　日本×オランダ,,2017/03/12,0,18,30,24,13,10,テレビ朝日
TVWatch.101703051857,２０１７ワールドベースボールクラシック　強化試合　日本代表×オリックス,,2017/03/05,0,18,57,22,5,10,テレビ朝日
TVWatch.101703230955,２０１７ワールドベースボールクラシック　決勝　プエルトリコ×アメリカ,,2017/03/23,0,9,55,14,0,10,テレビ朝日
TVWatch.81703122530,２０１７世界オールラウンドスピードスケート選手権＜スポーツＬＩＦＥ　ＨＥＲＯ’…,,2017/03/12,0,25,30,26,30,8,フジテレビ
TVWatch.81703052530,２０１７世界スプリントスピードスケート選手権＜スポーツＬＩＦＥ　ＨＥＲＯ’Ｓ　…,,2017/03/05,0,25,30,27,0,8,フジテレビ
TVWatch.81702192530,２０１７世界距離別スピードスケート選手権＜スポーツＬＩＦＥ　ＨＥＲＯ’Ｓ　ＰＬ…,,2017/02/19,0,25,30,27,0,8,フジテレビ
TVWatch.61702251400,２０１７侍ジャパンオープニングマッチ　日本代表×ソフトバンク,,2017/02/25,0,14,0,15,54,6,TBS
TVWatch.61702051150,２０１７別府大分毎日マラソン,,2017/02/05,0,11,50,14,24,6,TBS
TVWatch.11702202410,２０１７札幌冬季アジア大会ハイライト,,2017/02/20,0,24,10,24,40,1,NHK
TVWatch.11702212410,２０１７札幌冬季アジア大会ハイライト,,2017/02/21,0,24,10,24,40,1,NHK
TVWatch.11702222410,２０１７札幌冬季アジア大会ハイライト,,2017/02/22,0,24,10,24,40,1,NHK
TVWatch.11702232410,２０１７札幌冬季アジア大会ハイライト,,2017/02/23,0,24,10,24,40,1,NHK
TVWatch.11702242535,２０１７札幌冬季アジア大会ハイライト,,2017/02/24,0,25,35,26,5,1,NHK
TVWatch.11702252535,２０１７札幌冬季アジア大会ハイライト,,2017/02/25,0,25,35,26,5,1,NHK
TVWatch.11702262455,２０１７札幌冬季アジア大会ハイライト,,2017/02/26,0,24,55,25,25,1,NHK
TVWatch.101703232415,２０１８ＦＩＦＡワールドカップロシア　アジア地区最終予選　ＵＡＥ×日本,,2017/03/23,0,24,15,26,30,10,テレビ朝日
TVWatch.101703282621,２０１８ＦＩＦＡワールドカップロシア　アジア地区最終予選　サウジアラビア×イラク,,2017/03/28,0,26,21,28,55,10,テレビ朝日
TVWatch.101703232630,２０１８ＦＩＦＡワールドカップロシア　アジア地区最終予選　タイ×サウジアラビア,,2017/03/23,0,26,30,28,0,10,テレビ朝日
TVWatch.101703281900,２０１８ＦＩＦＡワールドカップロシア　アジア地区最終予選　日本×タイ,,2017/03/28,1,19,0,21,35,10,テレビ朝日
TVWatch.11703312510,２０年ぶりの五輪切符をつかめ！　まもなく開幕カーリング男子世界選手権２０１７,,2017/03/31,0,25,10,26,0,1,NHK
TVWatch.41702132254,２分間の深イイ話,,2017/02/13,1,22,54,23,0,4,日本テレビ
TVWatch.121702251130,２月２８日（火）よる６時５５分は「ありえへん∞世界」２時間ＳＰ！,,2017/02/25,0,11,30,13,30,12,テレビ東京
TVWatch.121702152100,２泊３日で５万円！雪の草津～奥日光　温泉＆グルメ満喫旅,,2017/02/15,1,21,0,22,48,12,テレビ東京
TVWatch.61703111400,３・１１　７年目の真実,,2017/03/11,0,14,0,15,54,6,TBS
TVWatch.101703111530,３．１１報道特別番組「ともに、未来へ～あの日から６年　被災地の今～」,,2017/03/11,0,15,30,16,30,10,テレビ朝日
TVWatch.121703082348,３／１０（金）夜８時　最終回「三匹のおっさん３～正義の味方、みたび！！～」,,2017/03/08,0,23,48,23,54,12,テレビ東京
TVWatch.121703092442,３／１０（金）夜８時　最終回「三匹のおっさん３～正義の味方、みたび！！～」,,2017/03/09,0,24,42,25,0,12,テレビ東京
TVWatch.121703050654,３／１０（金）夜８時「三匹のおっさん３～正義の味方、みたび！！～」,,2017/03/05,0,6,54,7,0,12,テレビ東京
TVWatch.121703051700,３／１０（金）夜８時「三匹のおっさん３～正義の味方、みたび！！～」,,2017/03/05,0,17,0,17,15,12,テレビ東京
TVWatch.121703110654,３／１３（月）夜８時「ヒャッキン！～世界で１００グッズ使ってみると？～」,,2017/03/11,0,6,54,7,0,12,テレビ東京
TVWatch.121703120654,３／１３（月）夜８時「ヒャッキン！～世界で１００グッズ使ってみると？～」,,2017/03/12,0,6,54,7,0,12,テレビ東京
TVWatch.121703152248,３／１７（金）夜８時！「ニッポンの技で世界を修理　世界！職人ワゴン」オススメ,,2017/03/15,1,22,48,22,54,12,テレビ東京
TVWatch.121703082512,３／１７（金）夜８時「ニッポンの技で世界を修理　世界！職人ワゴン」オススメ,,2017/03/08,0,25,12,25,20,12,テレビ東京
TVWatch.121703250654,３／２９（水）夜９時「松本清張　花実のない森」オススメ,,2017/03/25,0,6,54,7,0,12,テレビ東京
TVWatch.121703260654,３／２９（水）夜９時「松本清張　花実のない森」オススメ,,2017/03/26,0,6,54,7,0,12,テレビ東京
TVWatch.121703012248,３／３（金）夜８時「三匹のおっさん３～正義の味方、みたび！！～」第７話,,2017/03/01,1,22,48,22,54,12,テレビ東京
TVWatch.81702272425,３／４はアナ雪スペシャルｄａｙ！ナビ,,2017/02/27,0,24,25,24,35,8,フジテレビ
TVWatch.81702282425,３／４はアナ雪スペシャルｄａｙ！ナビ,,2017/02/28,0,24,25,24,35,8,フジテレビ
TVWatch.81703022425,３／４はアナ雪スペシャルｄａｙ！ナビ,,2017/03/02,0,24,25,24,35,8,フジテレビ
TVWatch.41703292459,３０日木曜よる９時『体感！奇跡のリアルタイム』辛坊治郎ヨット遭難の全真相,,2017/03/29,0,24,59,25,29,4,日本テレビ
TVWatch.101702041455,３人揃えば間違いない～奇跡の三つ星カブリ～,,2017/02/04,0,14,55,16,25,10,テレビ朝日
TVWatch.81703212605,３分でわかる！スポーツ☆ゼミナール＜Ｔナイト＞,,2017/03/21,0,26,5,27,5,8,フジテレビ
TVWatch.61703191700,３月２６日夜９時「リーダーズ２」主演　佐藤浩市　いよいよ放送記念ナビ！,,2017/03/19,0,17,0,17,30,6,TBS
TVWatch.121702111130,５万円旅【冬の上信越～奥飛騨　温泉めぐり旅】照英＆花田虎上＆尾崎ナナ,,2017/02/11,0,11,30,13,0,12,テレビ東京
TVWatch.11703262740,５分で「べっぴんさん」,,2017/03/26,0,27,40,27,45,1,NHK
TVWatch.11701281450,５分で「べっぴんさん」　第１７週「明日への旅」,,2017/01/28,0,14,50,14,55,1,NHK
TVWatch.11701291755,５分で「べっぴんさん」　第１７週「明日への旅」,,2017/01/29,0,17,55,18,0,1,NHK
TVWatch.11702041450,５分で「べっぴんさん」　第１８週「守るべきもの」,,2017/02/04,0,14,50,14,55,1,NHK
TVWatch.11702050545,５分で「べっぴんさん」　第１８週「守るべきもの」,,2017/02/05,0,5,45,5,50,1,NHK
TVWatch.11702051755,５分で「べっぴんさん」　第１８週「守るべきもの」,,2017/02/05,0,17,55,18,0,1,NHK
TVWatch.11702111450,５分で「べっぴんさん」　第１９週「希望」,,2017/02/11,0,14,50,14,55,1,NHK
TVWatch.11702120545,５分で「べっぴんさん」　第１９週「希望」,,2017/02/12,0,5,45,5,50,1,NHK
TVWatch.11702122353,５分で「べっぴんさん」　第１９週「希望」,,2017/02/12,0,23,53,23,58,1,NHK
TVWatch.11702181450,５分で「べっぴんさん」　第２０週「旅立ちのとき」,,2017/02/18,0,14,50,14,55,1,NHK
TVWatch.11702190545,５分で「べっぴんさん」　第２０週「旅立ちのとき」,,2017/02/19,0,5,45,5,50,1,NHK
TVWatch.11702191755,５分で「べっぴんさん」　第２０週「旅立ちのとき」,,2017/02/19,0,17,55,18,0,1,NHK
TVWatch.11702261755,５分で「べっぴんさん」　第２１週「新世界へ、ようこそ」,,2017/02/26,0,17,55,18,0,1,NHK
TVWatch.11703041635,５分で「べっぴんさん」　第２２週「母の背中」,,2017/03/04,0,16,35,16,40,1,NHK
TVWatch.11703050545,５分で「べっぴんさん」　第２２週「母の背中」,,2017/03/05,0,5,45,5,50,1,NHK
TVWatch.11703051755,５分で「べっぴんさん」　第２２週「母の背中」,,2017/03/05,0,17,55,18,0,1,NHK
TVWatch.11703112326,５分で「べっぴんさん」　第２３週「あいを継ぐもの」,,2017/03/11,0,23,26,23,31,1,NHK
TVWatch.11703120545,５分で「べっぴんさん」　第２３週「あいを継ぐもの」,,2017/03/12,0,5,45,5,50,1,NHK
TVWatch.11703181450,５分で「べっぴんさん」　第２４週「光の射（さ）す方へ」,,2017/03/18,0,14,50,14,55,1,NHK
TVWatch.11703190545,５分で「べっぴんさん」　第２４週「光の射（さ）す方へ」,,2017/03/19,0,5,45,5,50,1,NHK
TVWatch.11703122405,５分でわかる「おんな城主　直虎」　第１０回「走れ竜宮小僧」,,2017/03/12,0,24,5,24,10,1,NHK
TVWatch.11703152410,５分でわかる「おんな城主　直虎」　第１０回「走れ竜宮小僧」,,2017/03/15,0,24,10,24,15,1,NHK
TVWatch.11703190425,５分でわかる「おんな城主　直虎」　第１０回「走れ竜宮小僧」,,2017/03/19,0,4,25,4,30,1,NHK
TVWatch.11703192405,５分でわかる「おんな城主　直虎」　第１１回「さらば愛（いと）しき人よ」,,2017/03/19,0,24,5,24,10,1,NHK
TVWatch.11703222410,５分でわかる「おんな城主　直虎」　第１１回「さらば愛（いと）しき人よ」,,2017/03/22,0,24,10,24,15,1,NHK
TVWatch.11703260425,５分でわかる「おんな城主　直虎」　第１１回「さらば愛（いと）しき人よ」,,2017/03/26,0,4,25,4,30,1,NHK
TVWatch.11703262405,５分でわかる「おんな城主　直虎」　第１２回「おんな城主直虎」,,2017/03/26,0,24,5,24,10,1,NHK
TVWatch.11703292410,５分でわかる「おんな城主　直虎」　第１２回「おんな城主直虎」,,2017/03/29,0,24,10,24,15,1,NHK
TVWatch.11701290425,５分でわかる「おんな城主　直虎」　第３回「おとわ危機一髪」,,2017/01/29,0,4,25,4,30,1,NHK
TVWatch.11701292405,５分でわかる「おんな城主　直虎」　第４回「女子（おなご）にこそあれ次郎法師」,,2017/01/29,0,24,5,24,10,1,NHK
