番組ID,商品ID,秒数
TVWatch.101702202450,97.0,15
TVWatch.101702202524,97.0,30
TVWatch.101702202625,32.0,30
TVWatch.101702202625,55.0,15
TVWatch.101702202625,97.0,60
TVWatch.101702202655,55.0,15
TVWatch.101702210455,83.0,30
TVWatch.101702210700,83.0,30
TVWatch.101702210700,197.0,15
TVWatch.101702211025,197.0,15
TVWatch.101702211650,97.0,15
TVWatch.101702211650,197.0,15
TVWatch.101702211900,10.0,15
TVWatch.101702211954,164.0,15
TVWatch.101702212148,42.0,15
TVWatch.101702212148,164.0,15
TVWatch.101702212154,83.0,60
TVWatch.101702212154,97.0,15
TVWatch.101702212154,181.0,30
TVWatch.101702212315,97.0,45
TVWatch.101702212415,97.0,15
TVWatch.101702212445,10.0,15
TVWatch.101702212445,164.0,15
TVWatch.101702212450,97.0,15
TVWatch.101702212600,42.0,15
TVWatch.101702212600,97.0,45
TVWatch.101702212600,197.0,15
TVWatch.101702212625,55.0,15
TVWatch.101702212625,97.0,15
TVWatch.101702212625,197.0,15
TVWatch.101702212655,42.0,15
TVWatch.101702220700,10.0,15
TVWatch.101702220800,83.0,30
TVWatch.101702221404,197.0,15
TVWatch.101702221650,97.0,15
TVWatch.101702221650,164.0,15
TVWatch.101702221900,181.0,30
TVWatch.101702221956,83.0,30
TVWatch.101702221956,97.0,30
TVWatch.101702222054,83.0,30
TVWatch.101702222100,32.0,30
TVWatch.101702222310,83.0,30
TVWatch.101702222315,10.0,15
TVWatch.101702222315,42.0,45
TVWatch.101702222315,83.0,30
TVWatch.101702222450,97.0,15
TVWatch.101702222524,97.0,30
TVWatch.101702222600,97.0,15
TVWatch.101702222600,197.0,15
TVWatch.101702222625,32.0,30
TVWatch.101702222625,55.0,30
TVWatch.101702222625,197.0,15
TVWatch.101702222655,32.0,15
TVWatch.101702222655,55.0,15
TVWatch.101702222655,97.0,15
TVWatch.101702230455,10.0,30
TVWatch.101702230700,10.0,30
TVWatch.101702230955,197.0,15
TVWatch.101702231230,197.0,15
TVWatch.101702231650,97.0,15
TVWatch.101702231650,197.0,15
TVWatch.101702232000,97.0,45
TVWatch.101702232100,158.0,30
TVWatch.101702232154,83.0,30
TVWatch.101702232154,190.0,15
TVWatch.101702232315,164.0,15
TVWatch.101702232415,83.0,30
TVWatch.101702232415,164.0,15
TVWatch.101702232445,42.0,15
TVWatch.101702232450,83.0,30
TVWatch.101702232450,164.0,15
TVWatch.101702232600,10.0,30
TVWatch.101702232600,197.0,15
TVWatch.101702232625,32.0,15
TVWatch.101702232625,197.0,15
TVWatch.101702232655,32.0,15
TVWatch.101702232655,55.0,30
TVWatch.101702232655,97.0,45
TVWatch.101702240455,83.0,30
TVWatch.101702240455,197.0,15
TVWatch.101702240700,83.0,30
TVWatch.101702241550,10.0,15
TVWatch.101702241550,42.0,15
TVWatch.101702241900,10.0,15
TVWatch.101702241900,42.0,15
TVWatch.101702241930,10.0,15
TVWatch.101702241930,42.0,15
TVWatch.101702241954,10.0,15
TVWatch.101702241954,42.0,30
TVWatch.101702242100,7.0,15
TVWatch.101702242100,113.0,30
TVWatch.101702242100,164.0,15
TVWatch.101702242154,97.0,15
TVWatch.101702242154,197.0,15
TVWatch.101702242315,10.0,15
TVWatch.101702242415,97.0,45
TVWatch.101702242420,10.0,15
TVWatch.101702242525,55.0,30
TVWatch.101702250600,80.0,30
TVWatch.101702250600,97.0,15
TVWatch.101702251000,80.0,60
TVWatch.101702251145,80.0,15
TVWatch.101702251200,39.0,15
TVWatch.101702251200,80.0,60
TVWatch.101702251415,10.0,15
TVWatch.101702251415,80.0,60
TVWatch.101702251415,97.0,15
TVWatch.101702251625,164.0,15
TVWatch.101702251630,80.0,30
TVWatch.101702251630,197.0,15
TVWatch.101702251856,80.0,15
TVWatch.101702252054,42.0,15
TVWatch.101702252100,80.0,60
TVWatch.101702252306,97.0,45
TVWatch.101702252315,10.0,15
TVWatch.101702252315,80.0,15
TVWatch.101702252315,113.0,30
TVWatch.101702252315,197.0,15
TVWatch.101702252415,80.0,15
TVWatch.101702252535,10.0,45
TVWatch.101702252535,55.0,15
TVWatch.101702252535,97.0,15
TVWatch.101702252605,10.0,15
TVWatch.101702252605,97.0,15
TVWatch.101702260630,80.0,15
TVWatch.101702260800,10.0,15
TVWatch.101702260800,42.0,15
TVWatch.101702260930,42.0,15
TVWatch.101702261000,80.0,60
TVWatch.101702261000,97.0,30
TVWatch.101702261255,164.0,15
TVWatch.101702261355,80.0,30
TVWatch.101702261355,97.0,15
TVWatch.101702261630,80.0,15
TVWatch.101702261630,97.0,30
TVWatch.101702261800,42.0,15
TVWatch.101702261857,83.0,30
TVWatch.101702261857,113.0,30
TVWatch.101702261857,114.0,15
TVWatch.101702261857,181.0,30
TVWatch.101702262315,83.0,30
TVWatch.101702262315,97.0,15
TVWatch.101702262315,114.0,15
TVWatch.101702262410,1.0,30
TVWatch.101702262410,97.0,30
TVWatch.101702262445,42.0,30
TVWatch.101702262445,55.0,30
TVWatch.101702262445,80.0,30
TVWatch.101702262445,97.0,15
TVWatch.101702270800,83.0,30
TVWatch.101702271025,155.0,30
TVWatch.101702271200,197.0,15
TVWatch.101702271230,39.0,45
TVWatch.101702271555,155.0,30
TVWatch.101702271555,197.0,15
TVWatch.101702271650,80.0,60
TVWatch.101702271650,114.0,15
TVWatch.101702271650,155.0,30
TVWatch.101702271900,10.0,15
TVWatch.101702271900,80.0,15
TVWatch.101702271900,97.0,30
TVWatch.101702271900,114.0,15
TVWatch.101702272154,80.0,45
TVWatch.101702272154,114.0,15
TVWatch.101702272315,80.0,15
TVWatch.101702272315,114.0,15
TVWatch.101702272315,155.0,30
TVWatch.101702272450,114.0,15
TVWatch.101702272600,97.0,30
TVWatch.101702272600,155.0,30
TVWatch.101702272625,32.0,15
TVWatch.101702272625,55.0,15
TVWatch.101702272625,97.0,45
TVWatch.101702272625,155.0,60
TVWatch.101702272655,55.0,15
TVWatch.101702280455,155.0,30
TVWatch.101702280800,32.0,15
TVWatch.101702280800,155.0,30
TVWatch.101702281025,155.0,30
TVWatch.101702281404,197.0,15
TVWatch.101702281650,80.0,30
TVWatch.101702281650,114.0,15
TVWatch.101702281650,155.0,30
TVWatch.101702281650,164.0,30
TVWatch.101702281900,80.0,30
TVWatch.101702281900,97.0,15
TVWatch.101702282154,80.0,15
TVWatch.101702282154,83.0,30
TVWatch.101702282154,114.0,15
TVWatch.101702282154,155.0,30
TVWatch.101702282315,10.0,15
TVWatch.101702282315,80.0,15
TVWatch.101702282315,83.0,60
TVWatch.101702282315,155.0,30
TVWatch.101702282415,10.0,15
TVWatch.101702282415,83.0,30
TVWatch.101702282415,97.0,30
TVWatch.101702282415,155.0,30
TVWatch.101702282450,10.0,15
TVWatch.101702282450,42.0,15
TVWatch.101702282450,97.0,15
TVWatch.101702282524,42.0,30
TVWatch.101702282524,55.0,15
TVWatch.101702282524,97.0,15
TVWatch.101702282530,55.0,15
TVWatch.101702282530,155.0,30
TVWatch.101703010455,32.0,15
TVWatch.101703010800,39.0,45
TVWatch.101703011025,155.0,30
TVWatch.101703011230,39.0,45
TVWatch.101703011404,54.0,15
TVWatch.101703011404,197.0,15
TVWatch.101703011555,54.0,15
TVWatch.101703011650,39.0,15
TVWatch.101703011650,97.0,30
TVWatch.101703011650,164.0,30
TVWatch.101703012154,114.0,15
TVWatch.101703012154,155.0,30
TVWatch.101703012315,39.0,15
TVWatch.101703012315,80.0,15
TVWatch.101703012415,114.0,15
TVWatch.101703012450,54.0,15
TVWatch.101703012450,155.0,30
TVWatch.101703012545,97.0,30
TVWatch.101703012600,32.0,15
TVWatch.101703012600,97.0,30
TVWatch.101703012600,197.0,15
TVWatch.101703012625,32.0,15
TVWatch.101703012625,197.0,15
TVWatch.101703020700,39.0,15
TVWatch.101703020800,39.0,45
TVWatch.101703021404,54.0,15
TVWatch.101703021555,197.0,15
TVWatch.101703021650,80.0,15
TVWatch.101703021650,114.0,15
TVWatch.101703021650,197.0,15
TVWatch.101703022154,155.0,30
TVWatch.101703022315,164.0,15
TVWatch.101703022415,164.0,15
TVWatch.101703022450,164.0,15
TVWatch.101703022524,197.0,15
TVWatch.101703022530,155.0,30
TVWatch.101703022600,32.0,15
TVWatch.101703022600,97.0,30
TVWatch.101703022600,197.0,15
TVWatch.101703022625,32.0,15
TVWatch.101703022625,197.0,15
TVWatch.101703022704,10.0,15
TVWatch.101703030455,83.0,30
TVWatch.101703030800,197.0,15
TVWatch.101703031230,39.0,15
TVWatch.101703031550,39.0,30
TVWatch.101703031550,42.0,15
TVWatch.101703031550,80.0,15
TVWatch.101703031550,118.0,30
TVWatch.101703031900,42.0,15
TVWatch.101703031900,118.0,30
TVWatch.101703032154,97.0,60
TVWatch.101703032154,114.0,15
TVWatch.101703032315,7.0,15
TVWatch.101703032315,155.0,30
TVWatch.101703032420,97.0,30
TVWatch.101703032525,197.0,15
TVWatch.101703032555,97.0,15
TVWatch.101703032625,97.0,30
TVWatch.101703032625,155.0,30
TVWatch.101703032625,197.0,30
TVWatch.101703032655,97.0,15
TVWatch.101703040600,80.0,45
TVWatch.101703041000,80.0,15
TVWatch.101703041200,157.0,15
TVWatch.101703041430,80.0,15
TVWatch.101703041430,155.0,30
TVWatch.101703041430,157.0,15
TVWatch.101703041630,80.0,15
TVWatch.101703041630,97.0,15
TVWatch.101703041856,80.0,15
TVWatch.101703041856,114.0,15
TVWatch.101703041954,50.0,30
TVWatch.101703041954,154.0,30
TVWatch.101703042054,50.0,15
TVWatch.101703042100,185.0,15
TVWatch.101703042306,97.0,60
TVWatch.101703042312,97.0,15
TVWatch.101703042315,97.0,30
TVWatch.101703042409,118.0,30
TVWatch.101703042435,55.0,30
TVWatch.101703042535,50.0,30
TVWatch.101703042605,50.0,15
TVWatch.101703042605,155.0,30
TVWatch.101703042605,197.0,15
TVWatch.101703042635,10.0,30
TVWatch.101703050630,157.0,15
TVWatch.101703050800,10.0,15
TVWatch.101703050800,50.0,15
TVWatch.101703050930,7.0,15
TVWatch.101703050930,50.0,30
TVWatch.101703050930,97.0,15
TVWatch.101703051000,97.0,15
TVWatch.101703051355,80.0,15
TVWatch.101703051355,97.0,30
TVWatch.101703051355,155.0,30
TVWatch.101703051630,80.0,15
TVWatch.101703051800,42.0,15
TVWatch.101703051857,50.0,15
TVWatch.101703051857,80.0,30
TVWatch.101703051857,83.0,30
TVWatch.101703051857,154.0,30
TVWatch.101703052205,50.0,45
TVWatch.101703052205,83.0,30
TVWatch.101703052205,154.0,30
TVWatch.101703052415,50.0,30
TVWatch.101703052420,50.0,75
TVWatch.101703052515,1.0,30
TVWatch.101703052515,50.0,75
TVWatch.101703052515,55.0,30
TVWatch.101703052515,97.0,45
TVWatch.101703052550,50.0,75
TVWatch.101703052550,83.0,60
TVWatch.101703052550,118.0,30
TVWatch.101703060455,157.0,15
TVWatch.101703060700,157.0,15
TVWatch.101703061025,197.0,15
TVWatch.101703061230,39.0,30
TVWatch.101703061555,197.0,15
TVWatch.101703061650,39.0,15
TVWatch.101703061650,80.0,15
TVWatch.101703061650,97.0,15
TVWatch.101703061650,114.0,15
TVWatch.101703061650,154.0,30
TVWatch.101703061900,54.0,15
TVWatch.101703061900,97.0,30
TVWatch.101703061900,155.0,30
TVWatch.101703061900,157.0,15
TVWatch.101703062148,118.0,30
TVWatch.101703062154,157.0,15
TVWatch.101703062315,154.0,30
TVWatch.101703062315,155.0,30
TVWatch.101703062415,32.0,15
TVWatch.101703062450,54.0,15
TVWatch.101703062520,154.0,30
TVWatch.101703062520,157.0,15
TVWatch.101703062526,157.0,15
TVWatch.101703062556,155.0,60
TVWatch.101703062621,97.0,30
TVWatch.101703062621,155.0,30
TVWatch.101703062651,97.0,15
TVWatch.101703062651,155.0,30
TVWatch.101703070455,155.0,30
TVWatch.101703070455,157.0,15
TVWatch.101703070700,39.0,15
TVWatch.101703070800,83.0,30
TVWatch.101703070800,155.0,30
TVWatch.101703071404,197.0,15
TVWatch.101703071650,80.0,15
TVWatch.101703071650,155.0,30
TVWatch.101703071900,7.0,15
TVWatch.101703071900,50.0,15
TVWatch.101703071900,80.0,15
TVWatch.101703071900,118.0,30
TVWatch.101703072148,50.0,15
TVWatch.101703072154,155.0,30
TVWatch.101703072315,154.0,30
TVWatch.101703072315,155.0,60
TVWatch.101703072415,157.0,15
TVWatch.101703072445,157.0,15
TVWatch.101703072520,154.0,30
TVWatch.101703072520,157.0,30
TVWatch.101703072526,157.0,30
TVWatch.101703072556,97.0,15
TVWatch.101703072556,118.0,60
TVWatch.101703072556,157.0,15
TVWatch.101703072556,197.0,15
TVWatch.101703072621,50.0,60
TVWatch.101703072621,97.0,15
TVWatch.101703072621,118.0,60
TVWatch.101703072651,50.0,60
TVWatch.101703072651,97.0,30
TVWatch.101703072651,118.0,30
TVWatch.101703072651,197.0,15
TVWatch.101703072700,42.0,15
TVWatch.101703080455,157.0,15
TVWatch.101703080700,157.0,15
TVWatch.101703080700,197.0,15
TVWatch.101703080800,155.0,30
TVWatch.101703081025,155.0,30
TVWatch.101703081230,39.0,15
TVWatch.101703081554,155.0,30
TVWatch.101703081650,80.0,15
TVWatch.101703081900,7.0,15
TVWatch.101703081900,154.0,30
TVWatch.101703082148,154.0,30
TVWatch.101703082154,155.0,30
TVWatch.101703082154,157.0,15
TVWatch.101703082315,50.0,45
TVWatch.101703082315,118.0,90
TVWatch.101703082415,97.0,15
TVWatch.101703082415,157.0,15
TVWatch.101703082445,157.0,15
TVWatch.101703082450,154.0,30
TVWatch.101703082450,155.0,30
TVWatch.101703082520,157.0,15
TVWatch.101703082556,97.0,45
TVWatch.101703082556,157.0,15
TVWatch.101703082621,32.0,30
TVWatch.101703082621,155.0,30
TVWatch.101703082621,197.0,15
TVWatch.101703082651,97.0,30
TVWatch.101703082651,155.0,30
TVWatch.101703082651,197.0,15
TVWatch.101703090455,157.0,15
TVWatch.101703090700,39.0,15
TVWatch.101703090700,155.0,30
TVWatch.101703090700,157.0,15
TVWatch.101703090800,39.0,30
TVWatch.101703091230,155.0,30
TVWatch.101703091404,155.0,30
TVWatch.101703091555,197.0,15
TVWatch.101703091650,80.0,15
TVWatch.101703091650,154.0,30
TVWatch.101703091900,50.0,15
TVWatch.101703092054,50.0,15
TVWatch.101703092154,97.0,30
TVWatch.101703092154,155.0,30
TVWatch.101703092315,114.0,15
TVWatch.101703092315,155.0,30
TVWatch.101703092315,157.0,30
TVWatch.101703092445,118.0,30
TVWatch.101703092445,157.0,15
TVWatch.101703092450,157.0,30
TVWatch.101703092520,157.0,15
TVWatch.101703092524,50.0,45
TVWatch.101703092524,155.0,30
TVWatch.101703092524,157.0,30
TVWatch.101703092530,97.0,15
TVWatch.101703092530,157.0,15
TVWatch.101703092600,197.0,15
TVWatch.101703092625,97.0,15
TVWatch.101703092625,155.0,30
TVWatch.101703092625,197.0,15
TVWatch.101703092655,197.0,15
TVWatch.101703100455,157.0,15
TVWatch.101703100700,157.0,15
TVWatch.101703101230,39.0,60
TVWatch.101703101404,155.0,30
TVWatch.101703101550,80.0,15
TVWatch.101703101550,118.0,30
TVWatch.101703101550,155.0,30
TVWatch.101703101900,55.0,60
TVWatch.101703101900,80.0,30
TVWatch.101703101900,181.0,30
TVWatch.101703102154,154.0,30
TVWatch.101703102154,157.0,15
TVWatch.101703102310,154.0,30
TVWatch.101703102310,157.0,15
TVWatch.101703102315,39.0,15
TVWatch.101703102315,80.0,30
TVWatch.101703102315,155.0,30
TVWatch.101703102315,197.0,15
TVWatch.101703102420,39.0,15
TVWatch.101703102420,97.0,45
TVWatch.101703102420,155.0,30
TVWatch.101703102450,39.0,15
TVWatch.101703102525,118.0,30
TVWatch.101703102525,197.0,15
TVWatch.101703110600,80.0,15
TVWatch.101703111000,80.0,15
TVWatch.101703111000,157.0,15
TVWatch.101703111000,197.0,15
TVWatch.101703111200,80.0,15
TVWatch.101703111359,80.0,15
TVWatch.101703111530,80.0,15
TVWatch.101703111630,80.0,60
TVWatch.101703111630,97.0,30
TVWatch.101703111630,155.0,30
TVWatch.101703111800,39.0,15
TVWatch.101703111800,80.0,30
TVWatch.101703111856,32.0,15
TVWatch.101703112100,55.0,30
TVWatch.101703112100,97.0,30
TVWatch.101703112100,185.0,15
TVWatch.101703112315,50.0,15
TVWatch.101703112315,197.0,15
TVWatch.101703112409,50.0,60
TVWatch.101703112409,118.0,60
TVWatch.101703112415,50.0,30
TVWatch.101703112415,97.0,15
TVWatch.101703112435,55.0,30
TVWatch.101703112435,97.0,15
TVWatch.101703112530,50.0,90
TVWatch.101703112530,118.0,30
TVWatch.101703112600,50.0,45
TVWatch.101703120550,164.0,15
TVWatch.101703120930,7.0,15
TVWatch.101703121000,80.0,15
TVWatch.101703121000,97.0,30
TVWatch.101703121155,97.0,30
TVWatch.101703121355,155.0,30
TVWatch.101703121630,80.0,15
TVWatch.101703121800,10.0,15
TVWatch.101703121830,118.0,30
TVWatch.101703121830,155.0,30
TVWatch.101703121830,158.0,30
TVWatch.101703121830,197.0,30
TVWatch.101703122413,50.0,15
TVWatch.101703122413,55.0,30
TVWatch.101703122413,118.0,30
TVWatch.101703122625,50.0,60
TVWatch.101703122630,50.0,90
TVWatch.101703122725,1.0,30
TVWatch.101703122725,50.0,60
TVWatch.101703122725,55.0,30
TVWatch.101703122725,118.0,60
TVWatch.101703130400,50.0,30
TVWatch.101703130400,83.0,60
TVWatch.101703130400,197.0,15
TVWatch.101703131025,197.0,15
TVWatch.101703131230,39.0,30
TVWatch.101703131501,54.0,15
TVWatch.101703131650,39.0,15
TVWatch.101703131650,80.0,15
TVWatch.101703131650,97.0,15
TVWatch.101703131650,197.0,15
TVWatch.101703131900,50.0,15
TVWatch.101703132148,118.0,30
TVWatch.101703132154,80.0,15
TVWatch.101703132154,97.0,15
TVWatch.101703132315,155.0,30
TVWatch.101703132600,97.0,15
TVWatch.101703132625,50.0,15
TVWatch.101703140455,155.0,15
TVWatch.101703140800,80.0,15
TVWatch.101703140800,155.0,15
TVWatch.101703141025,155.0,15
TVWatch.101703141650,80.0,15
TVWatch.101703141650,155.0,15
TVWatch.101703141650,164.0,15
TVWatch.101703141900,197.0,15
TVWatch.101703142148,42.0,15
TVWatch.101703142148,83.0,15
TVWatch.101703142148,118.0,30
TVWatch.101703142154,154.0,30
TVWatch.101703142315,83.0,15
TVWatch.101703142315,97.0,15
TVWatch.101703142315,155.0,15
TVWatch.101703142450,80.0,15
TVWatch.101703142450,155.0,15
TVWatch.101703142524,7.0,15
TVWatch.101703142524,155.0,15
TVWatch.101703142530,32.0,15
TVWatch.101703142600,42.0,30
TVWatch.101703142600,118.0,30
TVWatch.101703142625,42.0,30
TVWatch.101703142625,155.0,15
TVWatch.101703150455,80.0,15
TVWatch.101703150455,83.0,15
TVWatch.101703150700,83.0,15
TVWatch.101703150700,155.0,15
TVWatch.101703150800,80.0,15
TVWatch.101703150800,155.0,15
TVWatch.101703151025,155.0,15
TVWatch.101703151457,80.0,15
TVWatch.101703151457,155.0,15
TVWatch.101703151457,197.0,15
TVWatch.101703151650,80.0,60
TVWatch.101703151650,164.0,15
TVWatch.101703151830,80.0,15
TVWatch.101703151830,197.0,15
TVWatch.101703152154,80.0,15
TVWatch.101703152154,83.0,30
TVWatch.101703152320,42.0,15
TVWatch.101703152320,80.0,15
TVWatch.101703152320,83.0,15
TVWatch.101703152325,80.0,30
TVWatch.101703152325,155.0,45
TVWatch.101703152325,197.0,15
TVWatch.101703152425,42.0,15
TVWatch.101703152425,155.0,15
TVWatch.101703152455,32.0,15
TVWatch.101703152500,32.0,30
TVWatch.101703152500,39.0,15
TVWatch.101703152500,83.0,30
TVWatch.101703152500,155.0,15
TVWatch.101703152530,197.0,15
TVWatch.101703160455,32.0,15
TVWatch.101703160455,80.0,15
TVWatch.101703160455,83.0,15
TVWatch.101703160700,83.0,15
TVWatch.101703161200,155.0,15
TVWatch.101703161404,155.0,15
TVWatch.101703161650,80.0,30
TVWatch.101703162000,158.0,30
TVWatch.101703162154,83.0,30
TVWatch.101703162154,155.0,15
TVWatch.101703162315,164.0,15
TVWatch.101703162415,42.0,30
TVWatch.101703162520,118.0,30
TVWatch.101703162530,155.0,15
TVWatch.101703162600,32.0,15
TVWatch.101703162600,97.0,15
TVWatch.101703162600,155.0,15
TVWatch.101703162600,197.0,15
TVWatch.101703162625,97.0,30
TVWatch.101703162625,155.0,15
TVWatch.101703162625,197.0,15
TVWatch.101703162655,97.0,15
TVWatch.101703162655,197.0,15
TVWatch.101703170455,83.0,15
TVWatch.101703170800,80.0,15
TVWatch.101703170800,83.0,30
TVWatch.101703171230,39.0,15
TVWatch.101703171550,80.0,45
TVWatch.101703171550,155.0,30
TVWatch.101703171954,42.0,15
TVWatch.101703171954,118.0,30
TVWatch.101703171954,155.0,15
TVWatch.101703172000,83.0,15
TVWatch.101703172054,155.0,15
TVWatch.101703172154,32.0,15
TVWatch.101703172154,83.0,45
TVWatch.101703172310,42.0,15
TVWatch.101703172315,97.0,15
TVWatch.101703172420,155.0,15
TVWatch.101703172450,83.0,15
TVWatch.101703172520,97.0,30
TVWatch.101703172555,97.0,15
TVWatch.101703172625,32.0,15
TVWatch.101703172625,155.0,15
TVWatch.101703172625,197.0,30
TVWatch.101703180600,80.0,30
TVWatch.101703180800,83.0,15
TVWatch.101703181025,80.0,30
TVWatch.101703181200,80.0,30
TVWatch.101703181420,80.0,15
TVWatch.101703181420,155.0,15
TVWatch.101703181630,80.0,30
TVWatch.101703181630,97.0,15
TVWatch.101703181630,155.0,15
TVWatch.101703181630,197.0,30
TVWatch.101703181800,83.0,15
TVWatch.101703181856,42.0,30
TVWatch.101703181856,80.0,30
TVWatch.101703182054,118.0,30
TVWatch.101703182058,39.0,15
TVWatch.101703182058,55.0,30
TVWatch.101703182058,97.0,45
TVWatch.101703182058,185.0,15
TVWatch.101703182312,32.0,15
TVWatch.101703182315,42.0,15
TVWatch.101703182315,80.0,15
TVWatch.101703182409,42.0,30
TVWatch.101703182435,42.0,15
TVWatch.101703182435,55.0,30
TVWatch.101703182535,80.0,15
TVWatch.101703182605,32.0,15
TVWatch.101703182605,155.0,15
TVWatch.101703190500,80.0,15
TVWatch.101703190930,7.0,15
TVWatch.101703190930,42.0,15
TVWatch.101703191000,80.0,15
TVWatch.101703191520,97.0,30
TVWatch.101703191520,155.0,15
TVWatch.101703191630,80.0,15
TVWatch.101703191800,10.0,15
TVWatch.101703191800,80.0,15
TVWatch.101703191857,7.0,30
TVWatch.101703191857,114.0,15
TVWatch.101703191857,155.0,15
TVWatch.101703192315,83.0,15
TVWatch.101703192315,97.0,15
TVWatch.101703192410,1.0,30
TVWatch.101703192445,42.0,30
TVWatch.101703192445,80.0,120
TVWatch.101703192445,83.0,30
TVWatch.101703192445,118.0,60
TVWatch.101703192445,197.0,15
TVWatch.101703192640,118.0,60
TVWatch.101703200455,83.0,30
TVWatch.101703200700,83.0,30
TVWatch.101703200800,1.0,15
TVWatch.101703200800,83.0,30
TVWatch.101703201025,1.0,15
TVWatch.101703201025,155.0,15
TVWatch.101703201230,39.0,15
TVWatch.101703201555,80.0,15
TVWatch.101703201650,1.0,15
TVWatch.101703201650,80.0,30
TVWatch.101703201650,154.0,30
TVWatch.101703201650,197.0,15
TVWatch.101703201900,33.0,30
TVWatch.101703201900,83.0,45
TVWatch.101703201900,155.0,15
TVWatch.101703202148,42.0,15
TVWatch.101703202148,118.0,30
TVWatch.101703202154,83.0,30
TVWatch.101703202315,80.0,30
TVWatch.101703202315,83.0,30
TVWatch.101703202415,83.0,15
TVWatch.101703202524,80.0,15
TVWatch.101703202600,1.0,15
TVWatch.101703202600,32.0,15
TVWatch.101703202625,155.0,30
TVWatch.101703210455,1.0,15
TVWatch.101703210455,163.0,30
TVWatch.101703210700,80.0,15
TVWatch.101703210700,83.0,15
TVWatch.101703210800,1.0,30
TVWatch.101703210800,83.0,15
TVWatch.101703211025,1.0,30
TVWatch.101703211230,1.0,15
TVWatch.101703211404,197.0,15
TVWatch.101703211500,1.0,15
TVWatch.101703211650,1.0,15
TVWatch.101703211650,80.0,15
